author,comment,like_count,published_at
@sylvanamaria1142,"Pemerintah / presiden Prabowo dan jajarannya..selama belum menggunakan cara BLOCK CHAIN..kebocoran2, korupsi akan tetap merajalela...berani dong pak Prabowo...ahli2 kita sdh bnyk yg kompeten dibidang blockchain ini..sprt pak Kun Wardhana..🙏🙏",4,2025-02-25T07:10:22Z
@TissuePaseo-v2v,Siap2 ya pindahin dana kalian yg ada di saham maupun bank bumn. Bakal dikorupsi abis2an,0,2025-02-25T07:06:21Z
@wanjava3068,100 triliun untuk bangun papua lebih bagus,0,2025-02-25T07:05:39Z
@yadisupriadi3530,Prabowo harus rancang dengan hati2 .langkah2nya harus benar2 matang.jangan sampai program besar ini jadi mega proyek para koruptor,0,2025-02-25T06:57:35Z
@jimbaranbali7506,Awas dikorupsi hukumannya cuman 20 th.,0,2025-02-25T06:44:16Z
@prayermllu67,INDONESIA SEMAKIN GELAP.......,0,2025-02-25T06:34:58Z
@akang_akang-c3k,Takjub....ini br keren...bnr2 dipikirin caranya pake uang negara dgn cara aman 😂,1,2025-02-25T06:32:49Z
@irenwarnet7879,"Jika UU Tentang Korupsi belum Sempurna Ini akan menjadi MOmok yang menakutkan, Yang kena getahnya rakyat sendiri Udah miskin tambah Miskin lagi, Mati deh",0,2025-02-25T06:31:40Z
@aryalawamanuaba,Kok saya ragu ya. Mending investasi saham US atau China saja,0,2025-02-25T06:30:13Z
@GemingGg-b8v,Turun ke bwh rkytmu yg pling miskinpun terlilit hutang untk mkn sehari2,0,2025-02-25T06:18:04Z
@trapsilo104,Lahan korup lagi aja,0,2025-02-25T06:12:40Z
@CRLWLNS,"Tambah Gemoy dah para korup berjamaah.. ini bisa korup berjamaah massal.. 

Apa pada lupa 80% pendapatan Negara ini dari Pajak.. 
Artinya apapun dan yg terputar di negara ini yaa uang rakyat.. 

Kecuali Negara mengelola Tambang dan kekayaan Alam Indonesia dan dimasukan ke Danantara..

Investasi yg gak pasti itu sama aja berjudi.. apalagi ini taruhannya keuangan Negara..
Jangan sampe PLN, Pertamina, bank BUMN merugi, rakyat yg ketimpa naik lagi biaya kehidupan hari2",0,2025-02-25T05:58:29Z
@sepakbola7592,Investasi...lalu nanti rugi siapa yg merasakan....jgn bilang rakyat ya,0,2025-02-25T05:54:36Z
@sepakbola7592,"Ikn,danatara,makangratis,dana haji, jiwasaraya, Bumiputera, uangpensiun, byk ya istilah istilah nya",0,2025-02-25T05:53:15Z
@bangsaptian4184,"LADANG KORUPSI TERBESAR 2025, HIDUP KORUPTOR, HIDUP KORUPSI, HIDUP TIKUS BERDASI",0,2025-02-25T05:42:35Z
@Jangkrikaduanponorogo,Ladang baru,0,2025-02-25T05:36:11Z
@mauluddin331,Kalau anies baswedan mengerti dana Hibah aja,0,2025-02-25T05:29:19Z
@alitputra5641,kita tunggu aja berita korupsinya 😂,0,2025-02-25T05:23:21Z
@daniedhan2396,Duit rakyat jgn dikorupsi lah.. danantara kopet....,0,2025-02-25T05:23:20Z
@totoksugiarto974,ada2 aja ide2 buat memonopoli... ukil2.,0,2025-02-25T05:16:52Z
@hendriksitompul1567,"Sahkan dlu uu untuk para pejabat negara yg korup, hukum berat,miskinkan..   tu bru mantap",1,2025-02-25T05:06:04Z
@trueGodnotnarciss,sebelum di buat undang undang penggal kepala koruptor atau kubur hidup2 koruptor maka program ini masih bnyak keraguan nya 🗿🗿🗿,0,2025-02-25T05:03:00Z
@Irawan-x7i,Gw habis tarik duit dari Bank BUMN sekarang gw simpan duit ke BCA,0,2025-02-25T04:55:09Z
@pepeyganteng2188,BANCAKAN BARU UNTUK PARA KORUPTOR,0,2025-02-25T04:54:01Z
@beruangkutubalbino5065,Sebuah usaha untuk nutupin biaya makan siang gratis,0,2025-02-25T04:48:48Z
@mahesa2000,"Bi cheking tolong di hapus. 
Masyarakat semakin miskin. 
BI cheking tdk masuk Pancasila Sila ke 4
Tidak berkeadilan sosial bagi selutuh rakyat Indonesia",0,2025-02-25T04:46:08Z
@OrangnetraL123,"HARUS DI AWASI DENGAN KETAT
BANYAK MALING DI NEGERI INI
TIMAH MINYAK SEGALA MACAM DI KORUPSI",2,2025-02-25T04:41:37Z
@kokohcustom2329,"Niat anda bagus pak Presiden !!😭😭😭😭
Tpi, Saya Ragu.. Sebelum anda Sah Kan Segera UU Perampasan  Aset
& Miskinkan keluarga 7 Turunan !!! Takutnya..
Tikus2 berdasi, Menggerogoti Danantara dari dalam !!
Rakyat Sudah Sangat MUAK dg KORUPTOR !! 😓😓",9,2025-02-25T04:39:56Z
@hennisamsung7104,Dana Abadi Haji apakah ditarik juga ke Danantara ?,0,2025-02-25T04:16:06Z
@zhf4r76,"🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨""BANGUN GEDUNG PENCAKAR LANGIT UNTUK DANANTARA AGAR MENGGUNCANG DUNIA.....🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨",0,2025-02-25T04:14:13Z
@Sivania12,"Ngeri bos..
  Banyak tikusnya.

Dan gua harap ada manfaatnya bagi masyarakat.",1,2025-02-25T04:11:07Z
@Majapahitx,Semoga tidak scam seperti ponzi,0,2025-02-25T03:53:04Z
@kennys2382,"Donotoro dan Temasek

Di lembah sunyi, Donotoro berdiri,
megah menjulang, tapi hampa nurani.
Para pengelolanya bak serigala,
menyamar domba di ladang harta.

Janji manis bagai madu berbisa,
tangan-tangan licik menjarah harta.
Sarang penyamun, istana kelam,
di mana kejujuran tinggal bayang.

Sementara di seberang lautan luas,
Temasek bersinar bak emas ikhlas.
Tak bermegah, tak berpura,
ditata tangan yang jujur setia.

Tak perlu tipu, tak perlu dusta,
emas tetap emas meski sederhana.
Di sangkar emas, aman dan damai,
sebab kepercayaan tak bisa dibeli.

Oh negeri, pilihlah jalanmu,
emas sejati atau kilau palsu?
Sejarah mencatat, waktu bersaksi,
yang jujur abadi, yang culas terkikis sendiri.",0,2025-02-25T03:49:20Z
@aboveboardanachronous,"𝘿𝙊ЯA𝟳7, cuan terus!",0,2025-02-25T03:17:25Z
@aboveboardanachronous,"𝘋𝘖𝐑𝘼77 mekswin, de poin 50",0,2025-02-25T03:17:15Z
@aboveboardanachronous,"𝐃O𝑅𝘼𝟳𝟩 ini beda sih, gacirnya kebangetan bikin nagih",0,2025-02-25T03:16:33Z
@aboveboardanachronous,jepey langsung di 𝐷𝘖R𝘼𝟩𝟩,0,2025-02-25T03:16:25Z
@threadonthehead9664,Danantara dana penghubung antara desa,0,2025-02-25T03:03:24Z
@tatarudintatarudin815,Wah..wah kalau dividen BUMN tidak lagi untuk APBN maka untuk APBN semakin berbasis pajak artinya ada resiko pajak akan makin menekan untuk memenuhi kebutuhan APBN,0,2025-02-25T03:01:32Z
@anshoriahmad6728,Ruwet,0,2025-02-25T02:56:13Z
@Mukidoon,"Ini entitas bisnis yang diinisiasi negara, tidak akan mudah menolak pengarahan politik dalam gerak langkahnya, itu yang dikhawatirkan",1,2025-02-25T02:54:30Z
@WNTid,kenapa ga fokus bayar hutang negara,0,2025-02-25T02:50:32Z
@WNTid,ladang korupsi mega korupsi bareng bareng😂,0,2025-02-25T02:49:20Z
@LindhaLindhiana,Mau percaya tapi ini negara terkorup di dunia,0,2025-02-25T02:46:39Z
@annaroy2623,"Kalau mau investasi mending uang dan aset korupsi yg telah disita, diapakai di danantara...😅",3,2025-02-25T02:40:21Z
@EffendiSimanjuntak-n3c,Gk yakin bisa mensejahtara kan rakyat😂😂,0,2025-02-25T02:25:13Z
@jossbegondoss,Adohh market langsung anjlok 🤦,0,2025-02-25T02:23:31Z
@muhwildan7138,Simple nya DANANTARA Seperti TEMASEK Singapura Dan 1MDB Malaysia,0,2025-02-25T02:01:57Z
@ShinduAsmara,Yaaaa nanti kan akan kisruh lagi kayak yg sudah sudah 😄,0,2025-02-25T01:59:15Z
@yusupsaputra9167,"Aduh, banyak juga pengeluarannya",0,2025-02-25T01:49:36Z
@hadisantoso6659,Bukannya pertamina sama pln katanya rugi terus lah dana apa yang mau disetor kedanantara,0,2025-02-25T01:33:26Z
@edicahyadi3934,"TIDAK PERCAYA ADANYA DANANTARA, KENAPA? MANTAN KORUPTOR AJA DITUNJUK JADI TIM PAKARNYA, LAWAK BENAR MEMANG.",0,2025-02-25T01:29:03Z
@tiarafariz2501,Kpk bisa ngawasi enggak yaaaa,2,2025-02-25T01:29:03Z
@jcclcp2395,"Buat modal ke rakyat aja sini,, modal pinjaman UMKM bunga 0,001%",0,2025-02-25T01:27:54Z
@Junjunm-t1v,Kehabisan modal intinya.. makanya bikin danantara simpel aja..korupsi lah sebesar besar nya,0,2025-02-25T01:16:43Z
@yantosugi36,"Jumlah uang itu setara kasus koruptor yang kemarin., harusnya hukuman eksekusi mati untuk koruptor lebih efisien., maaf saran petani.",0,2025-02-25T01:13:18Z
@marpin149,Rata rata yang belum mengetahui apa itu danantara dan belum mencari kebenaran tentang danantara sudah pada komen negatif karena literasi di indo males baca suka nyinyir ..duh kapan jadi indonesia maju,1,2025-02-25T01:08:48Z
@adeandriadi737,"Mana ada yg didepan layar niatnya buruk, pasti tujuannya untuk kebaikan bangsa, tapi dibelakang layar banyak MALING2 dinegeri ini, dari atas sampai bawah otak dan jiwa sudah rusak,  basmi dengan tegas tu maling,  pasti gak akan sesulit ini memajukan negara..",1,2025-02-25T01:05:19Z
@FajarTu,"Oknum direksinya saja track recordnya korupsi kalah sama pt atau cv kecil yg rekrut pegawai yaitu skck, malah jadi petinggi danantara, oh dunia semakin gelap gulita",13,2025-02-25T01:05:00Z
@PutriAndrena,Indonesia semakin maju karena keuangan di ollah langsung oleh pemerintah,0,2025-02-25T01:01:21Z
@MhasChoy,Modelnya kayak mmt dan printing money jadi gak harus gutang keluar negri dulu buat bagun proyek nasional. Klo pejabatnya bersih bisa sih ekonomi nya seperti cina dan amerika,1,2025-02-25T00:54:12Z
@keisukesakamori,"jadi danantara itu buat nyari duit tambahan pemerintah biar program program lain ada duit

jadi secara tidak langsung pemerintah minta duit rakyat biar ada modal buat kerja lagi?",1,2025-02-25T00:45:13Z
@ferryfirmansyah2490,akal2an,0,2025-02-25T00:37:25Z
@yohanisondi9467,Kasih ke pak Ahok aja kalau mau bersih,0,2025-02-25T00:36:52Z
@otakikan5899,"Yang belum paham pasti bilang korupsi lah, apalah..😂, ruang lingkup danantara ya tentang penjaminan investasi perusahaan untuk melindungi dana pers BUMN agar tidak dialihkan ke bidang lain..,",0,2025-02-25T00:33:20Z
@merpati_kotabatik,"ini bagus sih, sudah saatnya kita menjadi Investor.
kalau bisa ajak orang kaya-orang kaya di negeri ini buat berani menjadi investor luar negeri.
seperti Djarum misalnya, yang sudah mulai berani investasi ke luar negeri. respect🫡",0,2025-02-25T00:32:42Z
@zta9832,BUMN aja banyak yang Minus,0,2025-02-25T00:27:00Z
@alfath4971,"Harusnya berantas dulu koruptor di Indonesia,,,, Hhhh",0,2025-02-25T00:26:06Z
@rezadwi4849,"Danantara itu bagus asalkan orang orang yg megang itu bersih semua, gak dikorupsi dan memang ahli dalam mengelola dana investasi",0,2025-02-25T00:25:12Z
@nastrogenji78,I have a bad feeling bout this,0,2025-02-25T00:12:44Z
@vitachanel9420,Ladang korupsi udah terbuka,0,2025-02-24T23:59:27Z
@vitachanel9420,Ladang korupsi,0,2025-02-24T23:58:26Z
@lowbudgetangler3433,"Kalau sampai danantara isinya penuh tikus biadap, siap2 turun ya pak.",0,2025-02-24T23:54:27Z
@yanuaraidi,"untuk investasi? kan dia tau, dana balik investasi itu gak sebentar, kalo di pakek untuk dana pembangunan lebih cepet baliknya karena langsung dirasakan oleh penggunanya/penyumbangnya",0,2025-02-24T23:52:36Z
@ronnyyudhistira9551,"Perbaiki dulu hukum di indonesia.. Nanam padi tapi tikusnya merajalela.. Investor dalam dan luar negri ya ogah selama nggk ada rasa aman,bikin pondasi hukum yg kuat dulu.. Indonesia ini sebenernya kaya..contoh Dari hasil tambang brapa banyak korupsinya? Itu baru satu contoh.",5,2025-02-24T23:48:46Z
@rosmedidani9431,"Dengan dibentuknya Danantara , maka Perusahaan Negara , tidak dapat lagi menginvasi usaha diluar bidangnya serta semua dana hasil usaha harus disimpan dan terhimpun di Danantara , serta pinjaman perusahaan harus melalui Danantara .
Sehingga dana dan aset negara diluar APBN dapat menjadi modal pembangunan berdasarkan manfaat dan skala prioritas .
Yang tentunya akan menjadi terarah dan terkendali seeta biaya bunga  relatif murah .
Demikian pendapat Rakyat Pojok .
Semoga terdapat kesepahaman bersama untuk.mhangun negara .",6,2025-02-24T23:43:15Z
@bembs0256,"Baru aja kemarin setelah Danantara diluncurkan, saham bank² BUMN turun drastis. Turunnya saham bank BUMN adalah sinyal awal pasar meragukan struktur & manajemen Danantara. Investor khawatir aset bank dikorbankan untuk proyek politis. Trust deficit ini bisa berlarut² JIKA transparansi dan kebijakan manajemen Danantara tidak segera diperjelas.",4,2025-02-24T23:40:57Z
@AbdulRauf-si2og,Lahan basah korupsi 😊,1,2025-02-24T23:31:36Z
@hm9685hm,Ga percaya.,0,2025-02-24T23:28:49Z
@abdulghofur4078,Yg punya rekening bang negri secepatnya tarik pindahkan ke bank swasta,0,2025-02-24T23:25:08Z
@LukiAndri-f2n,"Perbaiki dulu undang undang korupsi ubah jadi hukuman mati, maka dana dana negara akan aman dari tikus kantor",0,2025-02-24T23:06:16Z
@RatmonoSadja,"Dananya dari bank2 BUMN  apa itu,",0,2025-02-24T23:04:12Z
@RatmonoSadja,Hati2,0,2025-02-24T22:59:54Z
@daryantoperwira9182,Kebanyakan intansi menciptakan korupsi nantikan,0,2025-02-24T22:58:00Z
@jk240379,"Kumpulin duit buat biaya pemilu partai gerinda... Ya lihatlah PDIP, Golkar, Demokrat...",0,2025-02-24T22:39:46Z
@arieyanda,"Jika benar ini tidak bs diawasi KPK, dan kondisi saat ini tingkat korupsi di Indonesia msh no 5 jauh dibawah Singapura dan Malaysia yg punya holding yg sama. Secara pribadi saya pesimis uangnya tidak lari untuk politik nantinya. Ngebayangin pegang uang besar dan yg mengawasi orang2 politik yg haus kekuasaan jd makin mantabh. Apalah saya cuma analisis penjual cemilan jalanan ini.",0,2025-02-24T22:39:36Z
@runnrunofficial884,Nasib nasabah Bumiputera bagaimana? Kapan dibalikkin uangnya?????????? Kami butuh uang itu.....jngan sampai lupa atau berpura pura lupa......kami kuatir uang itu hilang bagitu saja,0,2025-02-24T22:38:20Z
@runnrunofficial884,Apa itu Bumiputera ????,0,2025-02-24T22:38:10Z
@Alvaismy,Danantara ibarat Kantong atau Dompet 😂 awas ada maling soalnya di konoha banyak copet,0,2025-02-24T22:37:43Z
@anursetyocandra,"Jiwa sraya, Asabri 😅",0,2025-02-24T22:29:19Z
@akmn3743,Maaf KALO SAMPE INI DANANTARA GAGAL DAN BERMASALAH HATI2 PAK JABATAN ANDA BISA GAGAL JUGA DI TENGAH JALAN. JGN SAMPAI TRAGEDI BURUK PELENGSERAN TERJADI LAGI. MUDAH MUDAHAN NKRI BAIK2. AAMIIN,0,2025-02-24T22:17:28Z
@rujaktutul460,"Bagai mana kalo investasinya rugi siapa yg tanggung? Ini kayak bau2 Asuransi investasi 2 bodong begitu salah investasi Peserta ASUransinya nggak dibayar2 seperti BumiPutra, asabri, dll. Riskan banget Buat dikurupsi... Apa lagi di pegang orang2 ehem... Ya gitu lah... Rekam jejaknya ???? Amanahnya.",0,2025-02-24T22:16:33Z
@SudarsoBanyuwangi,Pejabat kok punya bank hehehe modus pencucian korupsi hayo hancurkan indonesia ingat kpk hehe sudah alih fungsi ayo mau buwat apalagi,0,2025-02-24T22:03:44Z
@jaelyneutroner,"Hukum korupsi dibenahi dulu,",0,2025-02-24T21:59:07Z
@rinasurya9091,Gimana mau percaya klo gak dikorupsi,4,2025-02-24T21:22:21Z
@banggaska,15.000 triliun harusnya buat bayar utang luar negeri dulu gak sih,0,2025-02-24T20:46:39Z
@ahonkchanel9409,Untung ke atas apa untung ke bawah ?,0,2025-02-24T20:12:06Z
@IrmaRahayu-q7h,"Ohh jadi efisiensi anggaran kemarin itu uangnya di simpen di sini,,,
Wah gimana ya,gak tau dah 😅",0,2025-02-24T19:49:32Z
@achmadali764,Jangan jamgan investasi bodong seperti bumi putera yg gagal banyar mulai th 2017,0,2025-02-24T19:18:20Z
@satriok3685,Fyj Burhanudin  mantan koruptor punya jabatan di danantara,0,2025-02-24T18:58:44Z
@botakbiadap39,"Artinya simpel aja mah , tempat korupsi berjamaah, orang pemimpin nya aja mantan korupsi 😂",1,2025-02-24T18:04:52Z
@RullyAnantama18,jangan ada dusta danantara kita 😂,2,2025-02-24T17:58:09Z
@bangado591,Danantara = beli Bitcoin,0,2025-02-24T17:45:03Z
@katanyasarjana,"Sebanyak apapun profitnya, koruptor yang jadi kucing belangnya",0,2025-02-24T17:29:15Z
@yud3005,"Tak percaya bumn ditangani pemerintah bisa maju,dr zaman dulu sampai skrng BUMN sapi perah partai politik. Apalagi campur tangan pemerintah byk tdk jelas. Kita lihat aj betul tdk maju.",0,2025-02-24T17:05:24Z
@Dani19-gr6cr,"SAH kan dulu pak Hukuman Perampasan Aset atau hukuman mati Para Koruptor. Kalau Tidak  Ya sama Saja, mau Danantara sekalipun Merugikan Negara.",3,2025-02-24T16:45:58Z
@mahyuddin9869,Semoga bukan usaha untuk membuat lumbung korupsi baru 😊,0,2025-02-24T16:43:02Z
@mahyuddin9869,"14000 triliun itu 
Kurang lebih sama dengan aset Petronas Malaysia,,,  itu cuma 1 BUMN saja",1,2025-02-24T16:41:53Z
@ericsugeha,"Ini sama dengan Asbri, Jiwasraya, Taspen Dll akhir uangnya tidak ada semuanya dan saat itu saling tuduh.. begitula di konoha😄",1,2025-02-24T16:21:57Z
@zerochannel9438,"Apapun wadahnya, kalau isinya COMBERAN ya pasti busuukkk....!!!",3,2025-02-24T16:18:07Z
@mynameis00000,Mendingan Mandiri aja udh.. gak dianggep anak gpp.. 😌,0,2025-02-24T16:15:20Z
@ahmadaaabii5928,"Perlu kiranya di taro nahkoda yg sedikit berkualitas, jujur, setidaknya tidak bermasalah.. 

Jika tdk menambah maslahat buat rakyat, setidaknya tdk menambah mudorot / membebani rakyat",0,2025-02-24T16:09:15Z
@santanapurba1760,Sumber dana buat cawe cawe utk 2029 nnti..,2,2025-02-24T16:05:58Z
@Natureboy-w1e,"Segera cairkan sbn, ori, fr, sukuk, dsb. Kl mau dana anda selamat",0,2025-02-24T15:48:09Z
@arelindra9141,"Hukum nya juga di gemukin dong ,kaya korupsi hukum mati tanpa debat😠",0,2025-02-24T15:42:35Z
@JyO-xr9og,"PRESIDEN ATUR SAJA BAGAIMANA BAGUSNYA !!!!

RAKYAT HANYA MELIHAT KEBERHASILAN PRABOWO DALAM 3 TAHUN SAJA !!!!
DI QATAR ECONOMIC FORUM 2024, BELIAU MENGATAKAN :
""SANGAT MUDAH MENDAPATKAN PERTUMBUHAN 8% SETELAH 2-3 TAHUN KEPEMIMPIANNYA"".
NO EXCUSES !!!!!

HIGHLIGHTS KALIMAT ""SANGAT MUDAH !""
APAKAH INI CUMAN OMON-OMON DIHADAPAN PEMIMPIN NEGARA LAINNYA YANG AKAN PERMALUKAN INDONESIA ???
KALAU PRABOWO BERHASIL MENCAPAI PERTUMBUHAN 8% DALAM 5 TAHUN SAJA, BELIAU PATUT DIJADIKAN PEMIMPIN DUNIA !!!!

SRI MULYANI MEN-DOWNGRADE DIRINYA JOINED KABINET PRABOWO !!!!!!",0,2025-02-24T15:06:27Z
@iam.bhey12,"Banyak yang bilang rakyat sok tau, kecewa pilpres dll..
Bruh, ""WE ALL CONCERNED"".. 
This is our nation our homeland. Kita juga miris ngeliat orang maling ayam tetangga digebugin smpe koma.. tapi yang nyolong duit rakyat tetap bersih dan berkilau.

Ya memang program bagus termotivasi dari negara yg maju. Tapi tegakan juga keadilan nya seperti negara-negara maju. 
Itu adalah koruptor yang tak boleh di biarkan berkeliaran menghirup udara bebas.",53,2025-02-24T14:58:55Z
@noquproject2450,Setuju agar Indonesia punya BUMN yang jadi pemain global,0,2025-02-24T14:48:25Z
@1993channel,Judi bukan iya klo gini sistemnya,0,2025-02-24T14:45:10Z
@FajriMedia2,Klo di retas bisa merugikan Indonesia dong,0,2025-02-24T14:40:45Z
@jacoebar3505,"YG DUDUK GAJINYA PASTI GILA GILAAN, BENAR INDONESIA MENUJU GELAP",0,2025-02-24T14:25:09Z
@jacoebar3505,non partai politik tapi kenapa ada ketum gerinra😂😂😂😂😂😂😂😂😂,0,2025-02-24T14:23:01Z
@leeyoungkay79,STUPID CONCEPT!!!!!,0,2025-02-24T14:20:56Z
@diotanadian2581,"Kalo negara bisa dijual, mungkin koruptor ud jual ini negara beserta isinya😂😂😂😂😂",5,2025-02-24T14:20:10Z
@zulfanrifaldi0710,Danantara cara jitu melipat gandakan ke uangan negara . Semoga programnya berjalan untuk anak cucu kita amin .,0,2025-02-24T14:06:47Z
@gunturandika7175,Kalau hukum masih dibeli uang ya jangan berharap,0,2025-02-24T14:06:34Z
@pejuangkemerdekaan7777,"Tahu enggak siapa itu Rosan, mafia saham BRAU BORN, BUMI,,lihat skrg harga sahamnya,,,nyusngsep semua,,,Mirip Benny Cokro di Jamsostek",0,2025-02-24T14:02:22Z
@ARStdr,Artinya inilah Cara negara berdagang dengan rakyatnya sendiri,13,2025-02-24T14:01:40Z
@gunawan1063,Jadi ingat ustadz mansur...,0,2025-02-24T13:59:32Z
@luqmanrespect2469,Siapa yg setuju timoty ronald ikut andil dalam pengelolaan dana investasi indonesia danantara,2,2025-02-24T13:49:26Z
@AndiVania-oz3ux,Sya udah all in Ama pak Prabowo..,0,2025-02-24T13:41:11Z
@haripriyadi754,Apaan itu ya ??,0,2025-02-24T13:33:46Z
@RobaniIsro-h5c,Ladang kor......i baru nigch,1,2025-02-24T13:30:38Z
@FathulArif-u4k,CnN antek pemerintah,0,2025-02-24T13:28:17Z
@adekomara8427,Itu PLN bumn rugi.m.serius.masuk.danantara?,2,2025-02-24T13:13:59Z
@axpedia7971,"Bagus kalau amanah , karena buat di putar . Daripada habis jadi subsidi . Kaya venezuela",0,2025-02-24T13:05:50Z
@hansakaproject398,Harta karun nusantara baru kluar skrang....,0,2025-02-24T12:52:00Z
@fauzan302,Yang di tanya orang KOTONG KOTONG,0,2025-02-24T12:40:38Z
@rjromeo3189,"🤔 Positifnya Masyarakat Belajar MENGELOLA INVESTASI, Negatifnya kalau ADA YG MENYELEWENGKAN DANA.. 🤔",2,2025-02-24T12:40:25Z
@barbosaimran2569,Ayo selamatkan uang mu ayo lari ke bca,0,2025-02-24T12:40:04Z
@imbronmuhammad2371,Alama... Danatara ini untuk siapa untuk pemerintah dan sekutunya atau untuk kemaslahatan atau kesejahteraan masyarakat engga lowongan kerja malah kritis malah ada ini apa Untungnya?,0,2025-02-24T12:34:26Z
@maniak3d792,Nanti yg kenyang dirut2 dan pengurus2 danantara😂 mereka2 aja yg dapat untung dari itu semua😂,0,2025-02-24T12:33:26Z
@ayahafit,14.000T nilai asset yg dikelolanya..,0,2025-02-24T12:33:05Z
@hilmanfauzi5482,Intinya koruptor harus diusut dulu biar tidak ada tikus tikus garong,0,2025-02-24T12:20:40Z
@hilmanfauzi5482,Intinya koruptor harus diusut dulu biar tidak ada tikus tikus garong,0,2025-02-24T12:18:40Z
@aminaberylstudio4280,"Mari kita saksikan dan ingat2, ini memberi manfaat atau celaka buat rakyat..
Kalo saya sih ga yakin 😅",1,2025-02-24T12:07:27Z
@rihcmian,untungnya untuk rakyat apa???,0,2025-02-24T11:51:02Z
@komangedi5416,Dulu asuransi pelat merah uangnya di korupsi..kasian rakyat ngumpulin uang buat bayar asuransi .ujung ujung di korupsi,0,2025-02-24T11:37:03Z
@MukhtarJuned-i9n,"Hanya omon2, ujung2 nya akan ada kasus korupsi  berjamaah baru lagi.
😂😂😂",0,2025-02-24T11:36:19Z
@kipasanginwuswus,"ternyata yg komen di sini rata2 belum memahami sepenuhnya tapi sudah ngebacot pesimis. YA GINI INI EFEK RESIDU PUJAANNYA PAS DI PILPRES KALAH. NEGARA MAU NGELANGKAH POSITIF TAPI DI NYINYIRIN. HINA KALIAN ITU, PARA BEGUNDAL2 YG MASIH SAKIT HATI JAGOAN CAPRESNYA KALAH. CUIHHHHHH",0,2025-02-24T11:32:29Z
@trimaulana831,Calon calon koruptor baru akan bermunculan,0,2025-02-24T11:22:00Z
@novaadipura9234,"Danantara ?

Dana simpanan hasil korup
Untuk investasi membangun ibukota Nusantara ?

pencucian uang model baru yang kpk dilarang usik 😂😂😂😂😂 ?",1,2025-02-24T11:17:49Z
@Pelayan999,"Rakyat Lebih Paham ,, dari apa apa yg di sampaikan di seluruh Media,,, 

Mengenai Aset Dana Nusantara ,, Milik Ahli Waris Sah Kerajaan Nusantara",0,2025-02-24T11:15:33Z
@trimaulana831,Mending pindah bank,0,2025-02-24T11:13:15Z
@NgapusiTenan,"PRABOWO NGAK SADAR SEKARANG YG JADI BONEKA ASING TERUTAMA TIONGKOK.,.PRABOWO JELAS  DI HIPNOTIS UTK KEPENTINGAN GOLONGAN TERTENTU BUKAN UNTUK RAKYAT DAN NEGARA INI,. TAPI UNTUK KEPENTINGAN, ORANG2 RAKUS ,SERAKAH YG AKAN MERUSAK DAN MENJAJAH NEGERI INI,..,PRABOWO BISA SAJA MATI TAPI BUKAN UTK RAKYAT DAN NEGARA TAPI UTK MAFIA2 ITU..HARUS ADA YG MENYADARKAN,.SBELUM ADA KEKACAUAN, UJUNG2NYA RAKYAT DAN NEGARA INI YG JADI KORBANNYA..",0,2025-02-24T11:13:12Z
@NgapusiTenan,"APA EMANG, PRESIDEN YANG PUNYA NEGARA INI ?..RAKYAT KLAU RAGU  RAGU DENGAN PRESIDEN SKARANG DAN PEMERINTAHANNYA NGAK BERANI  BERANTAS KORUPSI KLAS DUNIA SPERTI JOKOWI DAN KRONI2NYA., DAN UNTUNG SAJA BU MEGA HANYA MENYARANKAN KADERNYA UTK NGAK IKUT RETRET, COBA SEANDAINYA BU MEGA MENYARANKAN SLURUH RAKYAT INDONESIA, BERSATU UNTUK STOP BAYAR PAJAK2 APAPUN ITU,.RAKYAT NGAK BAYAR PAJAK2 KARENA PEMERINTAHAN SAAT INI NGAK MAU ADILI  MALING TERKORUP DUNIA SPERTI JOKOWI DAN KRONI2NYA, YG JELAS2  LAKUKAN  KEJAHATAN KKN ,RUGIKAN NEGARA TRILLYUNAN,..KLAU RAKYAT BERSATU NGAK BAYAR PAJAK DAMPAKNYA LUAS,..PRESIDEN, MENTERI2 ASN DLL, NGAK GAJIAN,.PROGRAM2 NGAK JALAN,.SMUA JADI BERHENTI, ,JANGAN REMEHKAN RAKYAT, KARENA RAKYATLAH YG MEMERDEKAKAN NEGERI INI BUKAN ANTEK2 KRONI MALING TERKORUP DUNIA ITU,..WASPADA JANGAN SAMPAI PERANG SAUDARA,. GARA2 KORUPTOR DUNIA ITU..NGAK DI TANGKAP ,HARUS DI TANGKAP MALING TERKORUP SDUNIA JOKOWI DAN KRONI2NYA ITU,. UNTUK KEBAIKAN RAKYAT DAN NEGARA INI..",0,2025-02-24T11:12:29Z
@imanuddinfirmansyah6985,"Kemaren gagasan jokowi TAPERA, cuma langsung di demo jokowi tdk di percaya lagi , sekarang nongol danatara ?",0,2025-02-24T11:09:40Z
@EkoHernanda-c4c,Apakah ini akan menjadi lumbung korupsi para pejabat korup...seperti hal nya yayasan supersemar yg d bentuk suharto dulu.,0,2025-02-24T11:07:23Z
@Mulyono-th7nj,"Belum apa ² sdh cucuk jabut... Pimpinan nya 

Ujung ujungnya penggemukan parpol saja",0,2025-02-24T11:06:36Z
